id_votante,id_centro,distancia
5,11,2.631191
5,12,2.444183
5,13,2.674719
5,14,1.857295
5,15,2.106358
5,16,2.656238
5,17,2.71642
5,18,2.161154
5,19,2.669447
5,20,2.06676
5,21,2.890333
5,22,2.849694
5,23,2.78572
5,24,2.530651
5,25,2.298906
5,26,2.672811
5,27,2.44687
5,28,2.914322
5,29,2.770063
5,30,2.849216
6,1,1.266784
6,2,1.134187
6,3,0.488253
6,4,0.829481
6,5,1.486359
6,6,1.291054
6,7,1.258716
6,8,1.73761
6,9,0.283217
6,10,1.667648
6,11,1.308167
6,12,0.945152
6,13,1.23091
6,14,1.268536
6,15,1.06551
6,16,2.037714
6,17,1.777672
6,18,1.516908
6,19,1.825719
6,20,1.554975
6,21,2.237978
6,22,2.083316
6,23,1.41226
6,24,1.144229
6,25,1.352642
6,26,1.280204
6,27,1.106803
6,28,2.269694
6,29,1.84633
6,30,1.763271
7,1,0.990179
7,2,1.571217
7,3,1.295869
7,4,1.654419
7,5,0.360014
7,6,0.524124
7,7,0.916933
7,8,0.965594
7,9,1.497512
7,10,0.308661
7,11,1.127992
7,12,1.550767
7,13,1.431422
7,14,0.603527
7,15,0.763329
7,16,0.260367
7,17,0.465107
7,18,0.291574
7,19,0.319079
7,20,0.38065
7,21,0.478014
7,22,0.410867
7,23,1.280435
7,24,1.255507
7,25,0.507974
7,26,1.295729
7,27,1.148852
7,28,0.507645
7,29,0.471158
7,30,0.74236
8,1,0.90392
8,2,1.156007
8,3,0.889356
8,4,1.215436
8,5,0.373127
8,6,0.087179
8,7,0.525067
8,8,1.087381
8,9,1.105529
8,10,0.299039
8,11,0.752825
8,12,1.118423
8,13,1.033186
8,14,0.455362
8,15,0.326627
8,16,0.686401
8,17,0.457987
8,18,0.319585
8,19,0.456753
8,20,0.47988
8,21,0.865911
8,22,0.706893
8,23,0.924785
8,24,0.846024
8,25,0.085059
8,26,0.91032
8,27,0.731735
8,28,0.897978
8,29,0.517901
8,30,0.607675
9,1,1.209778
9,2,0.957221
9,3,0.979329
9,4,1.094843
9,5,0.684667
9,6,0.330781
9,7,0.301959
9,8,1.405017
9,9,1.207425
9,10,0.342883
9,11,0.4966
9,12,0.967656
9,13,0.805601
9,14,0.767098
9,15,0.424433
9,16,0.81545
9,17,0.347755
9,18,0.6206
9,19,0.458759
9,20,0.787334
9,21,0.927581
9,22,0.717148
9,23,0.6484
9,24,0.641812
9,25,0.2454
9,26,0.665669
9,27,0.549388
9,28,0.958632
9,29,0.415593
9,30,0.3376
10,1,1.203085
10,2,0.597469
10,3,0.611661
10,4,0.651702
10,5,0.898606
10,6,0.503944
10,7,0.218027
10,8,1.532045
10,9,0.831088
10,10,0.769534
10,11,0.338352
10,12,0.546953
10,13,0.507802
10,14,0.845266
10,15,0.324264
10,16,1.23032
10,17,0.808819
10,18,0.869443
10,19,0.908091
10,20,1.006459
10,21,1.372421
10,22,1.171731
10,23,0.508401
10,24,0.313031
10,25,0.497842
10,26,0.426936
10,27,0.193524
10,28,1.404183
10,29,0.87665
10,30,0.731817
11,1,1.231488
11,2,0.758605
11,3,0.280508
11,4,0.492864
11,5,1.267358
11,6,0.990333
11,7,0.870747
11,8,1.677627
11,9,0.313582
11,10,1.348011
11,11,0.904634
11,12,0.572854
11,13,0.835617
11,14,1.090348
11,15,0.750818
11,16,1.760674
11,17,1.432617
11,18,1.27873
11,19,1.502083
11,20,1.354538
11,21,1.941433
11,22,1.765962
11,23,1.008134
11,24,0.739793
11,25,1.03521
11,26,0.876769
11,27,0.703727
11,28,1.973583
11,29,1.501724
11,30,1.386139
12,1,1.833132
12,2,0.25585
12,3,0.930822
12,4,0.211658
12,5,1.658646
12,6,1.273972
12,7,0.876636
12,8,2.231366
12,9,1.017308
12,10,1.515653
12,11,0.727554
12,12,0.225766
12,13,0.438125
12,14,1.564368
12,15,1.069187
12,16,1.986449
12,17,1.508134
12,18,1.636284
12,19,1.636593
12,20,1.764163
12,21,2.10518
12,22,1.889244
12,23,0.688672
12,24,0.542242
12,25,1.267367
12,26,0.578952
12,27,0.630047
12,28,2.135909
12,29,1.569258
12,30,1.332677
13,1,1.598565
13,2,0.156575
13,3,0.800561
13,4,0.333546
13,5,1.340635
13,6,0.943012
13,7,0.520302
13,8,1.959713
13,9,0.958488
13,10,1.1613
13,11,0.37795
13,12,0.173952
13,13,0.167384
13,14,1.276904
13,15,0.760962
13,16,1.63333
13,17,1.150481
13,18,1.310098
13,19,1.279584
13,20,1.448497
13,21,1.747956
13,22,1.531579
13,23,0.386158
13,24,0.185118
13,25,0.926279
13,26,0.254984
13,27,0.277223
13,28,1.778599
13,29,1.21181
13,30,0.981835
14,1,0.806846
14,2,1.691406
14,3,0.777038
14,4,1.445841
14,5,1.308724
14,6,1.32464
14,7,1.541128
14,8,1.2417
14,9,0.639423
14,10,1.683499
14,11,1.68361
14,12,1.514112
14,13,1.729305
14,14,1.061415
14,15,1.186256
14,16,1.909886
14,17,1.850178
14,18,1.372245
14,19,1.833469
14,20,1.328735
14,21,2.139554
14,22,2.050062
14,23,1.836644
14,24,1.581816
14,25,1.412282
14,26,1.723833
14,27,1.497857
14,28,2.167859
14,29,1.910566
14,30,1.944762
15,1,1.378685
15,2,1.462067
15,3,0.784693
15,4,1.147954
15,5,1.713629
15,6,1.572354
15,7,1.586521
15,8,1.844543
15,9,0.557403
15,10,1.953059
15,11,1.644557
15,12,1.273469
15,13,1.565845
15,14,1.478648
15,15,1.360069
15,16,2.291036
15,17,2.077342
15,18,1.755349
15,19,2.111683
15,20,1.768103
15,21,2.502041
15,22,2.362676
15,23,1.749907
15,24,1.481893
15,25,1.641822
15,26,1.617734
15,27,1.443024
15,28,2.533156
15,29,2.145147
15,30,2.082582
16,1,1.153797
16,2,1.704069
16,3,1.483653
16,4,1.810689
16,5,0.54203
16,6,0.69926
16,7,1.04644
16,8,1.068837
16,9,1.687589
16,10,0.405769
16,11,1.24311
16,12,1.698717
16,13,1.554142
16,14,0.788871
16,15,0.939819
16,16,0.072621
16,17,0.496475
16,18,0.479604
16,19,0.332504
16,20,0.542764
16,21,0.289281
16,22,0.281034
16,23,1.381964
16,24,1.387771
16,25,0.669551
16,26,1.412853
16,27,1.287735
16,28,0.317814
16,29,0.475019
16,30,0.778107
17,1,0.589457
17,2,2.126717
17,3,1.217823
17,4,1.938402
17,5,1.230875
17,6,1.431469
17,7,1.799013
17,8,0.823785
17,9,1.168051
17,10,1.709925
17,11,1.99094
17,12,1.970284
17,13,2.120042
17,14,1.027258
17,15,1.394237
17,16,1.778653
17,17,1.902336
17,18,1.311279
17,19,1.832504
17,20,1.197968
17,21,2.011506
17,22,1.988774
17,23,2.165045
17,24,1.943582
17,25,1.521846
17,26,2.076019
17,27,1.837593
17,28,2.03418
17,29,1.948645
17,30,2.075944
18,1,0.213372
18,2,1.936222
18,3,1.162081
18,4,1.839004
18,5,0.684116
18,6,0.996446
18,7,1.45023
18,8,0.267498
18,9,1.230992
18,10,1.185074
18,11,1.671314
18,12,1.819069
18,13,1.877567
18,14,0.55763
18,15,1.056137
18,16,1.173899
18,17,1.381737
18,18,0.765831
18,19,1.283666
18,20,0.621971
18,21,1.403498
18,22,1.404208
18,23,1.852739
18,24,1.684307
18,25,1.076383
18,26,1.79502
18,27,1.56558
18,28,1.424401
18,29,1.416797
18,30,1.599276
19,1,1.449299
19,2,0.362059
19,3,0.569253
19,4,0.207502
19,5,1.299924
19,6,0.935044
19,7,0.625838
19,8,1.849158
19,9,0.700373
19,10,1.225158
19,11,0.573071
19,12,0.187623
19,13,0.438501
19,14,1.188392
19,15,0.712244
19,16,1.683535
19,17,1.256552
19,18,1.285637
19,19,1.362747
19,20,1.402616
19,21,1.827977
19,22,1.625423
19,23,0.636433
19,24,0.38047
19,25,0.944724
19,26,0.501662
19,27,0.39395
19,28,1.859708
19,29,1.323022
19,30,1.139102
20,1,1.94817
20,2,0.237957
20,3,1.071585
20,4,0.367872
20,5,1.726642
20,6,1.330216
20,7,0.895429
20,8,2.330208
20,9,1.17281
20,10,1.536587
20,11,0.713405
20,12,0.32351
20,13,0.400184
20,14,1.653066
20,15,1.143152
20,16,2.00945
20,17,1.507647
20,18,1.697166
20,19,1.646142
20,20,1.834147
20,21,2.111505
20,22,1.890051
20,23,0.634135
20,24,0.55432
20,25,1.312544
20,26,0.548672
20,27,0.66142
20,28,2.141395
20,29,1.564929
20,30,1.307318
21,1,1.133983
21,2,0.629694
21,3,0.334741
21,4,0.519058
21,5,1.004274
21,6,0.672372
21,7,0.524193
21,8,1.530766
21,9,0.537441
21,10,1.009853
21,11,0.59657
21,12,0.491509
21,13,0.628706
21,14,0.875033
21,15,0.433953
21,16,1.442233
21,17,1.08314
21,18,0.999241
21,19,1.160571
21,20,1.103016
21,21,1.610193
21,22,1.425634
21,23,0.733662
21,24,0.474154
21,25,0.703584
21,26,0.616498
21,27,0.398924
21,28,1.642349
21,29,1.152154
21,30,1.034487
22,1,0.622517
22,2,1.2999
22,3,0.387724
22,4,1.109566
22,5,0.913735
22,6,0.857462
22,7,1.067833
22,8,1.091513
22,9,0.396854
22,10,1.227458
22,11,1.223638
22,12,1.139802
22,13,1.307295
22,14,0.672401
22,15,0.707502
22,16,1.505889
22,17,1.384629
22,18,0.963527
22,19,1.381882
22,20,0.960701
22,21,1.726907
22,22,1.6133
22,23,1.385406
22,24,1.14266
22,25,0.942441
22,26,1.28154
22,27,1.04769
22,28,1.756913
22,29,1.447269
22,30,1.467114
23,1,1.04054
23,2,0.888781
23,3,0.096188
23,4,0.660531
23,5,1.117177
23,6,0.882484
23,7,0.860149
23,8,1.490282
23,9,0.192086
23,10,1.255662
23,11,0.941726
23,12,0.712924
23,13,0.93479
23,14,0.923868
23,15,0.652251
23,16,1.641101
23,17,1.36245
23,18,1.136968
23,19,1.413209
23,20,1.197821
23,21,1.83409
23,22,1.672684
23,23,1.07147
23,24,0.805558
23,25,0.940198
23,26,0.947937
23,27,0.74233
23,28,1.866026
23,29,1.431147
23,30,1.353713
24,1,1.52731
24,2,2.839983
24,3,1.924244
24,4,2.585393
24,5,2.167905
24,6,2.335546
24,7,2.645703
24,8,1.703469
24,9,1.782195
24,10,2.638493
24,11,2.810239
24,12,2.66131
24,13,2.876395
24,14,1.955452
24,15,2.25794
24,16,2.715326
24,17,2.827747
24,18,2.247606
24,19,2.766326
24,20,2.136839
24,21,2.947268
24,22,2.927572
24,23,2.971402
24,24,2.723238
24,25,2.426922
24,26,2.864066
24,27,2.632947
24,28,2.969175
24,29,2.877214
24,30,2.981865
25,1,1.345105
25,2,1.153365
25,3,0.562401
25,4,0.839701
25,5,1.566122
25,6,1.364865
25,7,1.315352
25,8,1.81622
25,9,0.363226
25,10,1.740027
25,11,1.354029
25,12,0.964878
25,13,1.2599
25,14,1.349191
25,15,1.136947
25,16,2.114833
25,17,1.846342
25,18,1.595881
25,19,1.897789
25,20,1.635378
25,21,2.313576
25,22,2.156485
25,23,1.450548
25,24,1.184017
25,25,1.424685
25,26,1.317249
25,27,1.153493
25,28,2.345358
25,29,1.915166
25,30,1.824388
26,1,1.2143
26,2,1.656938
26,3,1.486773
26,4,1.778018
26,5,0.587673
26,6,0.690237
26,7,1.000839
26,8,1.151301
26,9,1.69623
26,10,0.360282
26,11,1.188984
26,12,1.660607
26,13,1.502243
26,14,0.830309
26,15,0.929258
26,16,0.127005
26,17,0.422003
26,18,0.517878
26,19,0.260118
26,20,0.602537
26,21,0.264837
26,22,0.196832
26,23,1.321225
26,24,1.341506
26,25,0.649367
26,26,1.358818
26,27,1.245713
26,28,0.296504
26,29,0.393812
26,30,0.700049
27,1,0.814073
27,2,1.980271
27,3,1.488147
27,4,2.001749
27,5,0.494342
27,6,0.884126
27,7,1.353044
27,8,0.562543
27,9,1.644687
27,10,0.811097
27,11,1.578281
27,12,1.925166
27,13,1.862448
27,14,0.660895
27,15,1.083471
27,16,0.550317
27,17,0.975526
27,18,0.516638
27,19,0.824834
27,20,0.394517
27,21,0.74991
27,22,0.826439
27,23,1.744503
27,24,1.674013
27,25,0.913096
27,26,1.738804
27,27,1.557823
27,28,0.76358
27,29,0.977986
27,30,1.252059
28,1,1.552646
28,2,0.229189
28,3,0.697297
28,4,0.198162
28,5,1.357473
28,6,0.974963
28,7,0.605781
28,8,1.938308
28,9,0.833574
28,10,1.233151
28,11,0.505807
28,12,0.076014
28,13,0.317438
28,14,1.266226
28,15,0.76798
28,16,1.700261
28,17,1.243532
28,18,1.335784
28,19,1.361897
28,20,1.462955
28,21,1.830363
28,22,1.62021
28,23,0.536997
28,24,0.305796
28,25,0.972343
28,26,0.403684
28,27,0.358375
28,28,1.861628
28,29,1.307694
28,30,1.098404
29,1,0.967406
29,2,1.50426
29,3,1.232054
29,4,1.585388
29,5,0.327926
29,6,0.455532
29,7,0.851159
29,8,0.976105
29,9,1.435925
29,10,0.259019
29,11,1.06438
29,12,1.482213
29,13,1.366061
29,14,0.563348
29,15,0.695124
29,16,0.322816
29,17,0.431949
29,18,0.252012
29,19,0.30087
29,20,0.367624
29,21,0.530952
29,22,0.438097
29,23,1.219265
29,24,1.188849
29,25,0.439006
29,26,1.231479
29,27,1.081403
29,28,0.561536
29,29,0.447474
29,30,0.701784
30,1,0.78515
30,2,1.508842
30,3,0.5943
30,4,1.267283
30,5,1.210974
30,6,1.182511
30,7,1.369355
30,8,1.24601
30,9,0.461944
30,10,1.550933
30,11,1.505498
30,12,1.332306
30,13,1.546409
30,14,0.963985
30,15,1.027365
30,16,1.810278
30,17,1.709683
30,18,1.267888
30,19,1.704386
30,20,1.244172
30,21,2.035663
30,22,1.93141
30,23,1.65634
30,24,1.400125
30,25,1.267542
30,26,1.542337
30,27,1.317833
30,28,2.064993
30,29,1.772143
30,30,1.788485
31,1,2.125477
31,2,3.039987
31,3,2.20687
31,4,2.737895
31,5,2.735283
31,6,2.808105
31,7,3.014291
31,8,2.402464
31,9,2.007837
31,10,3.15613
31,11,3.133946
31,12,2.851273
31,13,3.1212
31,14,2.497891
31,15,2.673177
31,16,3.321527
31,17,3.330218
31,18,2.808297
31,19,3.300435
31,20,2.728759
31,21,3.555808
31,22,3.498065
31,23,3.270256
31,24,3.00423
31,25,2.896975
31,26,3.14634
31,27,2.938057
31,28,3.581196
31,29,3.388331
31,30,3.432421
32,1,0.57593
32,2,2.022333
32,3,1.107014
32,4,1.825229
32,5,1.209163
32,6,1.37618
32,7,1.721063
32,8,0.879021
32,9,1.047254
32,10,1.673794
32,11,1.906074
32,12,1.862283
32,13,2.022437
32,14,0.991098
32,15,1.32026
32,16,1.776201
32,17,1.862991
32,18,1.287495
32,19,1.803119
32,20,1.187286
32,21,2.010306
32,22,1.97317
32,23,2.077651
32,24,1.84965
32,25,1.467345
32,26,1.984312
32,27,1.746493
32,28,2.034368
32,29,1.91247
32,30,2.022804
33,1,1.656629
33,2,2.159426
33,3,2.04016
33,4,2.310435
33,5,1.08926
33,6,1.244982
33,7,1.516616
33,8,1.458694
33,9,2.246906
33,10,0.897644
33,11,1.67865
33,12,2.183942
33,13,1.992999
33,14,1.336698
33,15,1.48361
33,16,0.492753
33,17,0.884784
33,18,1.034646
33,19,0.758647
33,20,1.067294
33,21,0.294098
33,22,0.502492
33,23,1.784678
33,24,1.850049
33,25,1.2013
33,26,1.845291
33,27,1.765104
33,28,0.261983
33,29,0.827375
33,30,1.108286
34,1,1.655362
34,2,0.129733
34,3,0.803536
34,4,0.21561
34,5,1.440026
34,6,1.049766
34,7,0.647738
34,8,2.035275
34,9,0.934477
34,10,1.286071
34,11,0.511491
34,12,0.060753
34,13,0.262383
34,14,1.359158
34,15,0.852986
34,16,1.756849
34,17,1.281373
34,18,1.414355
34,19,1.407843
34,20,1.546676
34,21,1.876578
34,22,1.661715
34,23,0.505403
34,24,0.318133
34,25,1.03995
34,26,0.380128
34,27,0.400553
34,28,1.90741
34,29,1.34335
34,30,1.115578
35,1,1.161293
35,2,1.645478
35,3,0.822571
35,4,1.354877
35,5,1.594848
35,6,1.531439
35,7,1.644873
35,8,1.609656
35,9,0.611249
35,10,1.908108
35,11,1.744237
35,12,1.457758
35,13,1.721527
35,14,1.349016
35,15,1.349764
35,16,2.191616
35,17,2.055467
35,18,1.648759
35,19,2.064387
35,20,1.631562
35,21,2.414315
35,22,2.300209
35,23,1.873758
35,24,1.606494
35,25,1.611529
35,26,1.748113
35,27,1.545508
35,28,2.44414
35,29,2.120383
35,30,2.104987
36,1,0.570032
36,2,1.692201
36,3,1.154951
36,4,1.688407
36,5,0.204207
36,6,0.61021
36,7,1.095181
36,8,0.538437
36,9,1.312807
36,10,0.668861
36,11,1.32475
36,12,1.621908
36,13,1.589034
36,14,0.327628
36,15,0.778943
36,16,0.632561
36,17,0.861455
36,18,0.265566
36,19,0.745327
36,20,0.097919
36,21,0.866055
36,22,0.853057
36,23,1.499726
36,24,1.395983
36,25,0.661362
36,26,1.476057
36,27,1.276716
36,28,0.889627
36,29,0.887124
36,30,1.107932
37,1,1.419277
37,2,1.531985
37,3,1.526545
37,4,1.699438
37,5,0.777825
37,6,0.732082
37,7,0.899674
37,8,1.411458
37,9,1.748437
37,10,0.3515
37,11,1.049839
37,12,1.566003
37,13,1.363539
37,14,0.997511
37,15,0.947958
37,16,0.39353
37,17,0.261978
37,18,0.697687
37,19,0.194599
37,20,0.821877
37,21,0.367574
37,22,0.139862
37,23,1.154626
37,24,1.225949
37,25,0.661862
37,26,1.215546
37,27,1.147544
37,28,0.393162
37,29,0.198949
37,30,0.483975
38,1,1.140711
38,2,1.182453
38,3,0.428536
38,4,0.894348
38,5,1.389228
38,6,1.221156
38,7,1.236289
38,8,1.61203
38,9,0.201952
38,10,1.601094
38,11,1.308392
38,12,0.994645
38,13,1.262605
38,14,1.164355
38,15,1.005072
38,16,1.953085
38,17,1.722034
38,18,1.424468
38,19,1.759703
38,20,1.45282
38,21,2.159062
38,22,2.013158
38,23,1.426264
38,24,1.157598
38,25,1.28841
38,26,1.297429
38,27,1.107153
38,28,2.190488
38,29,1.790014
38,30,1.727543
39,1,1.098611
39,2,0.889747
39,3,0.167338
39,4,0.640095
39,5,1.190008
39,6,0.953156
39,7,0.911105
39,8,1.552684
39,9,0.17248
39,10,1.324789
39,11,0.979035
39,12,0.708271
39,13,0.949598
39,14,0.995169
39,15,0.721134
39,16,1.713371
39,17,1.428139
39,18,1.209979
39,19,1.481986
39,20,1.270196
39,21,1.905371
39,22,1.742251
39,23,1.100445
39,24,0.832418
39,25,1.009281
39,26,0.973607
39,27,0.777984
39,28,1.937338
39,29,1.496988
39,30,1.411577
40,1,1.635523
40,2,0.392811
40,3,0.705721
40,4,0.065534
40,5,1.530924
40,6,1.172041
40,7,0.850347
40,8,2.053646
40,9,0.772892
40,10,1.46134
40,11,0.761959
40,12,0.225702
40,13,0.543307
40,14,1.407214
40,15,0.946237
40,16,1.921184
40,17,1.48616
40,18,1.519542
40,19,1.59689
40,20,1.632022
40,21,2.063322
40,22,1.858416
40,23,0.781931
40,24,0.561939
40,25,1.182647
40,26,0.651974
40,27,0.607463
40,28,2.094952
40,29,1.551694
40,30,1.352253
41,1,1.354254
41,2,2.979971
41,3,2.066004
41,4,2.782764
41,5,1.958806
41,6,2.233072
41,7,2.635545
41,8,1.327988
41,9,1.993805
41,10,2.459064
41,11,2.835345
41,12,2.821296
41,13,2.973519
41,14,1.80184
41,15,2.228181
41,16,2.414723
41,17,2.655707
41,18,2.040749
41,19,2.558665
41,20,1.895919
41,21,2.632476
41,22,2.66484
41,23,3.011714
41,24,2.795626
41,25,2.320046
41,26,2.926534
41,27,2.687986
41,28,2.648637
41,29,2.691996
41,30,2.862246
42,1,0.333795
42,2,1.741944
42,3,1.080955
42,4,1.69144
42,5,0.373829
42,6,0.72289
42,7,1.198591
42,8,0.380273
42,9,1.20452
42,10,0.874443
42,11,1.426046
42,12,1.647132
42,13,1.6611
42,14,0.308998
42,15,0.829931
42,16,0.876624
42,17,1.070847
42,18,0.454595
42,19,0.969915
42,20,0.308335
42,21,1.109611
42,22,1.095126
42,23,1.606259
42,24,1.465902
42,25,0.794471
42,26,1.563492
42,27,1.34539
42,28,1.13262
42,29,1.104181
42,30,1.296855
43,1,0.613763
43,2,1.941213
43,3,1.362915
43,4,1.929004
43,5,0.452995
43,6,0.859919
43,7,1.344304
43,8,0.372835
43,9,1.500844
43,10,0.878907
43,11,1.573686
43,12,1.86737
43,13,1.839176
43,14,0.543346
43,15,1.026083
43,16,0.716375
43,17,1.062213
43,18,0.505903
43,19,0.927179
43,20,0.344287
43,21,0.932813
43,22,0.97791
43,23,1.747732
43,24,1.646041
43,25,0.90824
43,26,1.725917
43,27,1.526675
43,28,0.949772
43,29,1.077228
43,30,1.324473
44,1,1.067842
44,2,1.008163
44,3,0.221641
44,4,0.746979
44,5,1.226452
44,6,1.023947
44,7,1.021133
44,8,1.531703
44,9,0.061908
44,10,1.401308
44,11,1.097998
44,12,0.824728
44,13,1.071507
44,14,1.016275
44,15,0.800425
44,16,1.771217
44,17,1.515167
44,18,1.253869
44,19,1.559567
44,20,1.299303
44,21,1.970621
44,22,1.816404
44,23,1.221953
44,24,0.954186
44,25,1.0867
44,26,1.095577
44,27,0.897465
44,28,2.002352
44,29,1.583557
44,30,1.513485
45,1,1.302087
45,2,2.745199
45,3,1.821074
45,4,2.513775
45,5,1.94247
45,6,2.144732
45,7,2.490016
45,8,1.43303
45,9,1.708169
45,10,2.425972
45,11,2.669023
45,12,2.573806
45,13,2.764038
45,14,1.743765
45,15,2.0914
45,16,2.469726
45,17,2.618794
45,18,2.023636
45,19,2.546309
45,20,1.902261
45,21,2.699331
45,22,2.693019
45,23,2.837126
45,24,2.599803
45,25,2.23555
45,26,2.737722
45,27,2.501933
45,28,2.719925
45,29,2.664565
45,30,2.790525
46,1,1.279627
46,2,2.257163
46,3,1.37244
46,4,1.980978
46,5,1.868805
46,6,1.933053
46,7,2.158083
46,8,1.617559
46,9,1.196822
46,10,2.28105
46,11,2.293363
46,12,2.072498
46,13,2.315064
46,14,1.628019
46,15,1.804035
46,16,2.461716
46,17,2.454734
46,18,1.939791
46,19,2.426226
46,20,1.869329
46,21,2.695329
46,22,2.628221
46,23,2.440438
46,24,2.180016
46,25,2.022197
46,26,2.322722
46,27,2.103107
46,28,2.721724
46,29,2.51289
46,30,2.560735
47,1,0.853073
47,2,1.420734
47,3,0.51865
47,4,1.170734
47,5,1.23096
47,6,1.166662
47,7,1.317138
47,8,1.320221
47,9,0.364344
47,10,1.541533
47,11,1.441352
47,12,1.241539
47,13,1.465998
47,14,0.98693
47,15,0.994804
47,16,1.825366
47,17,1.692415
47,18,1.282707
47,19,1.697282
47,20,1.272693
47,21,2.046905
47,22,1.931942
47,23,1.586612
47,24,1.32648
47,25,1.248496
47,26,1.46914
47,27,1.249587
47,28,2.076875
47,29,1.756551
47,30,1.754939
48,1,0.821309
48,2,2.131479
48,3,1.207273
48,4,1.904931
48,5,1.446514
48,6,1.584052
48,7,1.893721
48,8,1.120713
48,9,1.102242
48,10,1.898912
48,11,2.064392
48,12,1.961019
48,13,2.150813
48,14,1.220417
48,15,1.503403
48,16,2.021116
48,17,2.08457
48,18,1.523251
48,19,2.033145
48,20,1.430198
48,21,2.255413
48,22,2.211762
48,23,2.229619
48,24,1.988555
48,25,1.675417
48,26,2.127397
48,27,1.892858
48,28,2.279936
48,29,2.136693
48,30,2.229444
49,1,0.778687
49,2,1.63382
49,3,0.717411
49,4,1.391873
49,5,1.261154
49,6,1.267365
49,7,1.47986
49,8,1.22328
49,9,0.585921
49,10,1.628307
49,11,1.622362
49,12,1.457479
49,13,1.669796
49,14,1.013493
49,15,1.126204
49,16,1.862425
49,17,1.793459
49,18,1.323152
49,19,1.779084
49,20,1.28452
49,21,2.091157
49,22,1.998095
49,23,1.7757
49,24,1.521319
49,25,1.354581
49,26,1.663245
49,27,1.436874
49,28,2.119729
49,29,1.854276
49,30,1.885282
50,1,0.756741
50,2,1.199283
50,3,0.275417
50,4,0.990629
50,5,0.995782
50,6,0.885071
50,7,1.030949
50,8,1.223852
50,9,0.261106
50,10,1.263611
50,11,1.166429
50,12,1.032025
50,13,1.221085
50,14,0.763555
50,15,0.704858
50,16,1.575568
50,17,1.408037
50,18,1.037758
50,19,1.420877
50,20,1.053025
50,21,1.790359
50,22,1.662511
50,23,1.319576
50,24,1.066919
50,25,0.96418
50,26,1.208352
50,27,0.98069
50,28,1.821086
50,29,1.473146
50,30,1.464368
51,1,1.31504
51,2,1.812117
51,3,1.6446
51,4,1.939337
51,5,0.711488
51,6,0.851359
51,7,1.15793
51,8,1.197028
51,9,1.851546
51,10,0.520474
51,11,1.339985
51,12,1.820253
51,13,1.654347
51,14,0.958666
51,15,1.09098
51,16,0.114761
51,17,0.556297
51,18,0.649751
51,19,0.40367
51,20,0.706924
51,21,0.120302
51,22,0.220213
51,23,1.46565
51,24,1.497598
51,25,0.812151
51,26,1.509498
51,27,1.404113
51,28,0.147795
51,29,0.51525
51,30,0.821574
52,1,0.986402
52,2,1.342055
52,3,0.484814
52,4,1.073024
52,5,1.317914
52,6,1.211078
52,7,1.306492
52,8,1.456278
52,9,0.283414
52,10,1.590925
52,11,1.409417
52,12,1.15793
52,13,1.403346
52,14,1.079503
52,15,1.018682
52,16,1.903271
52,17,1.730412
52,18,1.363483
52,19,1.748658
52,20,1.368457
52,21,2.119438
52,22,1.991849
